drug_name,drug_class,indications,side_effects,side_effect_severity,approval_status
Rivadipine26,Vaccine,Viral infections,"Blurred vision,Headache,Constipation",mild,Approved
Daxozepam23,Antifungal,Prevent infectious disease,"Blurred vision,Headache",moderate,Approved
Mecozole26,Antihistamine,Depression treatment,"Diarrhea,Headache,Constipation",mild,Rejected
Daxomab19,Antipyretic,Allergy relief,"Dry mouth,Nausea,Rash",moderate,Rejected
Zyloparin59,Analgesic,Fever reduction,"Headache,Rash",moderate,Approved
Daxodipine45,Antiviral,Pain relief,Constipation,moderate,Approved
Serostatin44,Antifungal,Fungal infections,"Blurred vision,Dizziness,Insomnia",moderate,Approved
Serozole45,Vaccine,Fungal infections,"Rash,Fatigue,Nausea",moderate,Pending
Loxovir10,Vaccine,Fungal infections,"Constipation,Headache",moderate,Approved
Cefstatin52,Analgesic,Fever reduction,"Blurred vision,Dry mouth,Insomnia",mild,Rejected
Amoxxetine35,Antifungal,Inflammation reduction,"Fatigue,Insomnia,Nausea",moderate,Rejected
Mecocillin92,Antipyretic,Fungal infections,"Fatigue,Rash",mild,Approved
Amoxxetine82,Antiviral,Fungal infections,"Headache,Blurred vision,Diarrhea",moderate,Pending
Zyloprofen34,Antidepressant,Prevent infectious disease,Constipation,moderate,Rejected
Daxoxetine89,Antibiotic,Bacterial infections,"Nausea,Dry mouth,Fatigue",severe,Approved
Zylodipine63,Antipyretic,Prevent infectious disease,Nausea,moderate,Rejected
Amoxstatin74,Antidepressant,Depression treatment,"Insomnia,Diarrhea",severe,Pending
Loxoparin30,Antipsychotic,Inflammation reduction,"Rash,Dizziness,Insomnia",severe,Approved
Zylovir57,Antihistamine,Fungal infections,"Dry mouth,Blurred vision",moderate,Rejected
Fenoxetine40,Antifungal,Bacterial infections,Blurred vision,severe,Rejected
Fenovir72,Antihistamine,Bacterial infections,"Dry mouth,Rash",moderate,Pending
Cefxetine56,Antifungal,Inflammation reduction,"Rash,Headache,Dizziness",mild,Pending
Mecovir53,Vaccine,Allergy relief,"Blurred vision,Fatigue,Constipation",mild,Rejected
Loxomab41,Antifungal,Bacterial infections,Blurred vision,moderate,Rejected
Fenomab14,Antiviral,Allergy relief,"Dry mouth,Nausea,Headache",severe,Pending
Fenozepam19,Antipyretic,Depression treatment,"Headache,Fatigue",moderate,Rejected
Zylodipine95,Anti-inflammatory,Fever reduction,"Insomnia,Rash,Nausea",mild,Approved
Amoxstatin49,Antidepressant,Viral infections,Headache,severe,Rejected
Zyloprofen54,Antipsychotic,Inflammation reduction,"Rash,Fatigue",severe,Rejected
Cefxetine98,Antipyretic,Bacterial infections,"Fatigue,Headache,Rash",severe,Approved
Fenoxetine11,Antipsychotic,Depression treatment,Rash,severe,Pending
Daxovir80,Anti-inflammatory,Prevent infectious disease,Insomnia,mild,Approved
Daxostatin41,Antidepressant,Pain relief,Constipation,severe,Rejected
Daxozepam97,Antidepressant,Psychosis control,"Insomnia,Nausea,Rash",severe,Approved
Daxoparin13,Antifungal,Depression treatment,"Rash,Nausea,Diarrhea",mild,Approved
Cefparin24,Anti-inflammatory,Fungal infections,"Nausea,Dizziness",severe,Approved
Rivazole65,Vaccine,Depression treatment,Rash,mild,Pending
Loxozepam66,Antipsychotic,Fungal infections,Constipation,moderate,Approved
Rivazepam22,Antibiotic,Prevent infectious disease,Diarrhea,moderate,Pending
Fenovir72,Antidepressant,Prevent infectious disease,Headache,severe,Pending
Loxoparin10,Antidepressant,Depression treatment,"Headache,Dry mouth",mild,Pending
Mecodipine70,Antiviral,Allergy relief,"Dizziness,Headache",mild,Pending
Serocillin73,Antidepressant,Allergy relief,"Insomnia,Constipation,Headache",moderate,Rejected
Mecocillin38,Analgesic,Fungal infections,"Nausea,Headache",mild,Approved
Fenocillin31,Antibiotic,Bacterial infections,"Insomnia,Constipation",mild,Pending
Serostatin52,Antipyretic,Fever reduction,Diarrhea,mild,Rejected
Rivamab29,Antibiotic,Psychosis control,"Nausea,Rash,Insomnia",mild,Rejected
Rivaprofen19,Antifungal,Bacterial infections,"Blurred vision,Nausea",severe,Rejected
Daxomab26,Antipsychotic,Inflammation reduction,"Headache,Rash",mild,Pending
Cefxetine44,Anti-inflammatory,Fever reduction,"Blurred vision,Nausea",severe,Pending
Viraprofen28,Anti-inflammatory,Inflammation reduction,"Dizziness,Rash,Headache",mild,Rejected
Mecozole53,Antifungal,Depression treatment,"Constipation,Blurred vision,Rash",mild,Pending
Fenoxetine38,Antipsychotic,Allergy relief,"Constipation,Diarrhea,Insomnia",moderate,Rejected
Daxovir85,Antipsychotic,Fever reduction,"Headache,Insomnia,Fatigue",moderate,Pending
Cefxetine26,Antidepressant,Fever reduction,Headache,mild,Rejected
Rivamab71,Antihistamine,Allergy relief,"Headache,Dizziness",severe,Rejected
Mecozole44,Antipyretic,Pain relief,"Dizziness,Headache",severe,Pending
Daxoprofen37,Antipyretic,Inflammation reduction,"Nausea,Dry mouth,Fatigue",mild,Rejected
Serovir68,Antipyretic,Fungal infections,Blurred vision,mild,Pending
Zylozole19,Antihistamine,Fever reduction,Diarrhea,moderate,Pending
Fenomab78,Anti-inflammatory,Prevent infectious disease,Dizziness,mild,Pending
Serozole94,Anti-inflammatory,Fever reduction,Nausea,moderate,Pending
Virastatin43,Antipyretic,Depression treatment,Rash,mild,Pending
Mecozepam36,Antidepressant,Allergy relief,"Insomnia,Rash",moderate,Approved
Viraparin42,Antipyretic,Allergy relief,"Nausea,Dry mouth",mild,Rejected
Viraxetine59,Analgesic,Allergy relief,"Blurred vision,Constipation,Headache",mild,Rejected
Daxomab14,Analgesic,Psychosis control,"Dry mouth,Dizziness",moderate,Pending
Loxoprofen78,Antibiotic,Pain relief,Dizziness,moderate,Pending
Serovir62,Antifungal,Psychosis control,"Dizziness,Insomnia",mild,Pending
Serovir95,Antihistamine,Pain relief,"Fatigue,Constipation,Nausea",mild,Rejected
Viradipine45,Antidepressant,Pain relief,"Dizziness,Nausea",severe,Pending
Serodipine38,Vaccine,Allergy relief,"Insomnia,Diarrhea,Dry mouth",mild,Approved
Cefxetine24,Antihistamine,Viral infections,Blurred vision,severe,Approved
Loxostatin36,Anti-inflammatory,Allergy relief,"Nausea,Insomnia,Headache",moderate,Rejected
Amoxcillin12,Antifungal,Psychosis control,"Nausea,Headache",mild,Approved
Daxovir35,Antipsychotic,Fungal infections,"Nausea,Diarrhea,Headache",severe,Rejected
Amoxparin65,Antipsychotic,Fever reduction,Insomnia,moderate,Approved
Mecomab54,Anti-inflammatory,Inflammation reduction,"Constipation,Dry mouth",mild,Pending
Rivaprofen17,Antidepressant,Pain relief,Diarrhea,moderate,Pending
Cefdipine61,Anti-inflammatory,Fever reduction,"Insomnia,Dizziness,Rash",mild,Rejected
Fenozole50,Analgesic,Pain relief,"Dry mouth,Insomnia,Diarrhea",mild,Pending
Amoxcillin75,Antipsychotic,Allergy relief,"Rash,Constipation",mild,Approved
Cefmab88,Antipsychotic,Prevent infectious disease,"Fatigue,Headache",severe,Pending
Loxomab84,Antipsychotic,Pain relief,"Blurred vision,Diarrhea,Dizziness",moderate,Rejected
Serostatin22,Antipyretic,Inflammation reduction,"Nausea,Dry mouth",moderate,Rejected
Cefvir13,Anti-inflammatory,Viral infections,"Diarrhea,Blurred vision,Rash",severe,Rejected
Amoxzepam67,Antibiotic,Psychosis control,"Headache,Constipation",mild,Rejected
Serovir23,Antiviral,Fungal infections,"Fatigue,Nausea",moderate,Rejected
Cefprofen23,Antiviral,Bacterial infections,"Rash,Dizziness",severe,Pending
Mecozole64,Antipyretic,Fever reduction,"Blurred vision,Diarrhea,Rash",severe,Pending
Mecostatin50,Antidepressant,Psychosis control,Insomnia,moderate,Rejected
Serostatin23,Antipsychotic,Pain relief,"Blurred vision,Diarrhea,Constipation",moderate,Pending
Daxovir95,Antihistamine,Pain relief,Rash,moderate,Pending
Fenoprofen19,Antipyretic,Prevent infectious disease,"Headache,Blurred vision",severe,Rejected
Zyloprofen28,Antihistamine,Prevent infectious disease,Diarrhea,mild,Rejected
Zylostatin67,Anti-inflammatory,Pain relief,Insomnia,severe,Pending
Mecozole92,Antihistamine,Fungal infections,Dry mouth,moderate,Rejected
Amoxvir17,Antihistamine,Fungal infections,"Nausea,Fatigue,Headache",severe,Rejected
Zylovir17,Antibiotic,Fever reduction,"Insomnia,Dizziness",moderate,Rejected
Mecoprofen32,Antifungal,Bacterial infections,Headache,severe,Pending
Fenoprofen58,Antihistamine,Prevent infectious disease,"Nausea,Dry mouth,Dizziness",severe,Pending
