drug_name,drug_class,indications,side_effects,side_effect_severity,approval_status
Zylodipine68,Antihistamine,Psychosis control,"Diarrhea, Fatigue, Blurred vision",Mild,Approved
Cefzepam61,Antipsychotic,Prevent infectious disease,"Nausea, Constipation",Mild,Rejected
Serozole37,Antipyretic,Pain relief,"Blurred vision, Headache",Mild,Rejected
Amoxcillin91,Antibiotic,Inflammation reduction,"Insomnia, Constipation",Severe,Approved
Viradipine53,Antipsychotic,Allergy relief,Constipation,Moderate,Pending
Serodipine17,Antipyretic,Inflammation reduction,"Dizziness, Fatigue, Headache",Severe,Pending
Virazole87,Antibiotic,Viral infections,Insomnia,Mild,Pending
Daxoprofen96,Vaccine,Allergy relief,"Constipation, Dry mouth",Mild,Approved
Mecomab15,Antibiotic,Psychosis control,"Dry mouth, Dizziness",Severe,Rejected
Viradipine36,Analgesic,Fever reduction,"Constipation, Dry mouth, Blurred vision",Moderate,Approved
Viraprofen97,Antifungal,Fungal infections,"Diarrhea, Insomnia, Constipation",Severe,Rejected
Mecomab61,Antibiotic,Pain relief,"Fatigue, Headache, Constipation",Moderate,Approved
Fenocillin92,Anti-inflammatory,Fungal infections,"Headache, Constipation",Moderate,Approved
Daxostatin87,Antipsychotic,Psychosis control,"Headache, Fatigue",Moderate,Pending
Amoxmab62,Vaccine,Depression treatment,"Diarrhea, Constipation",Moderate,Pending
Daxoxetine37,Antipyretic,Psychosis control,Insomnia,Moderate,Pending
Viradipine72,Antibiotic,Viral infections,"Dizziness, Rash, Fatigue",Severe,Rejected
Mecostatin66,Anti-inflammatory,Prevent infectious disease,"Dry mouth, Insomnia, Headache",Severe,Rejected
Mecoparin77,Antiviral,Psychosis control,"Constipation, Headache",Mild,Approved
Fenozole11,Antihistamine,Fever reduction,Nausea,Moderate,Pending
Cefmab61,Antidepressant,Allergy relief,"Rash, Dry mouth",Moderate,Rejected
Daxodipine69,Antifungal,Pain relief,"Headache, Constipation, Rash",Moderate,Pending
Loxoparin65,Antidepressant,Fungal infections,"Rash, Fatigue, Insomnia",Moderate,Pending
Serozole50,Anti-inflammatory,Bacterial infections,"Rash, Diarrhea",Moderate,Pending
Viradipine63,Anti-inflammatory,Allergy relief,"Diarrhea, Constipation",Mild,Approved
Amoxxetine55,Vaccine,Psychosis control,"Blurred vision, Insomnia, Headache",Severe,Approved
Amoxzole35,Analgesic,Psychosis control,"Constipation, Insomnia, Dry mouth",Severe,Pending
Amoxvir66,Antifungal,Bacterial infections,"Dizziness, Headache",Mild,Rejected
Seroprofen81,Antipyretic,Fungal infections,"Insomnia, Dizziness, Headache",Moderate,Pending
Loxostatin36,Antibiotic,Fungal infections,"Fatigue, Rash, Dizziness",Mild,Pending
Serozepam64,Antihistamine,Viral infections,"Nausea, Dry mouth, Diarrhea",Severe,Approved
Rivadipine26,Vaccine,Viral infections,"Blurred vision, Headache, Constipation",Mild,Approved
Daxozepam23,Antifungal,Prevent infectious disease,"Blurred vision, Headache",Moderate,Approved
Mecozole26,Antihistamine,Depression treatment,"Diarrhea, Headache, Constipation",Mild,Rejected
Daxomab19,Antipyretic,Allergy relief,"Dry mouth, Nausea, Rash",Moderate,Rejected
Zyloparin59,Analgesic,Fever reduction,"Headache, Rash",Moderate,Approved
Daxodipine45,Antiviral,Pain relief,Constipation,Moderate,Approved
Serostatin44,Antifungal,Fungal infections,"Blurred vision, Dizziness, Insomnia",Moderate,Approved
Serozole45,Vaccine,Fungal infections,"Rash, Fatigue, Nausea",Moderate,Pending
Loxovir10,Vaccine,Fungal infections,"Constipation, Headache",Moderate,Approved
Cefstatin52,Analgesic,Fever reduction,"Blurred vision, Dry mouth, Insomnia",Mild,Rejected
Amoxxetine35,Antifungal,Inflammation reduction,"Fatigue, Insomnia, Nausea",Moderate,Rejected
Mecocillin92,Antipyretic,Fungal infections,"Fatigue, Rash",Mild,Approved
Amoxxetine82,Antiviral,Fungal infections,"Headache, Blurred vision, Diarrhea",Moderate,Pending
Zyloprofen34,Antidepressant,Prevent infectious disease,Constipation,Moderate,Rejected
Daxoxetine89,Antibiotic,Bacterial infections,"Nausea, Dry mouth, Fatigue",Severe,Approved
Zylodipine63,Antipyretic,Prevent infectious disease,Nausea,Moderate,Rejected
Amoxstatin74,Antidepressant,Depression treatment,"Insomnia, Diarrhea",Severe,Pending
Loxoparin30,Antipsychotic,Inflammation reduction,"Rash, Dizziness, Insomnia",Severe,Approved
Zylovir57,Antihistamine,Fungal infections,"Dry mouth, Blurred vision",Moderate,Rejected
Fenoxetine40,Antifungal,Bacterial infections,Blurred vision,Severe,Rejected
Fenovir72,Antihistamine,Bacterial infections,"Dry mouth, Rash",Moderate,Pending
Cefxetine56,Antifungal,Inflammation reduction,"Rash, Headache, Dizziness",Mild,Pending
Mecovir53,Vaccine,Allergy relief,"Blurred vision, Fatigue, Constipation",Mild,Rejected
Loxomab41,Antifungal,Bacterial infections,Blurred vision,Moderate,Rejected
Fenomab14,Antiviral,Allergy relief,"Dry mouth, Nausea, Headache",Severe,Pending
Fenozepam19,Antipyretic,Depression treatment,"Headache, Fatigue",Moderate,Rejected
Zylodipine95,Anti-inflammatory,Fever reduction,"Insomnia, Rash, Nausea",Mild,Approved
Amoxstatin49,Antidepressant,Viral infections,Headache,Severe,Rejected
Zyloprofen54,Antipsychotic,Inflammation reduction,"Rash, Fatigue",Severe,Rejected
Cefxetine98,Antipyretic,Bacterial infections,"Fatigue, Headache, Rash",Severe,Approved
Fenoxetine11,Antipsychotic,Depression treatment,Rash,Severe,Pending
Daxovir80,Anti-inflammatory,Prevent infectious disease,Insomnia,Mild,Approved
Daxostatin41,Antidepressant,Pain relief,Constipation,Severe,Rejected
Daxozepam97,Antidepressant,Psychosis control,"Insomnia, Nausea, Rash",Severe,Approved
Daxoparin13,Antifungal,Depression treatment,"Rash, Nausea, Diarrhea",Mild,Approved
Cefparin24,Anti-inflammatory,Fungal infections,"Nausea, Dizziness",Severe,Approved
Rivazole65,Vaccine,Depression treatment,Rash,Mild,Pending
Loxozepam66,Antipsychotic,Fungal infections,Constipation,Moderate,Approved
Rivazepam22,Antibiotic,Prevent infectious disease,Diarrhea,Moderate,Pending
Fenovir72,Antidepressant,Prevent infectious disease,Headache,Severe,Pending
Loxoparin10,Antidepressant,Depression treatment,"Headache, Dry mouth",Mild,Pending
Mecodipine70,Antiviral,Allergy relief,"Dizziness, Headache",Mild,Pending
Serocillin73,Antidepressant,Allergy relief,"Insomnia, Constipation, Headache",Moderate,Rejected
Mecocillin38,Analgesic,Fungal infections,"Nausea, Headache",Mild,Approved
Fenocillin31,Antibiotic,Bacterial infections,"Insomnia, Constipation",Mild,Pending
Serostatin52,Antipyretic,Fever reduction,Diarrhea,Mild,Rejected
Rivamab29,Antibiotic,Psychosis control,"Nausea, Rash, Insomnia",Mild,Rejected
Rivaprofen19,Antifungal,Bacterial infections,"Blurred vision, Nausea",Severe,Rejected
Daxomab26,Antipsychotic,Inflammation reduction,"Headache, Rash",Mild,Pending
Cefxetine44,Anti-inflammatory,Fever reduction,"Blurred vision, Nausea",Severe,Pending
Viraprofen28,Anti-inflammatory,Inflammation reduction,"Dizziness, Rash, Headache",Mild,Rejected
Mecozole53,Antifungal,Depression treatment,"Constipation, Blurred vision, Rash",Mild,Pending
Fenoxetine38,Antipsychotic,Allergy relief,"Constipation, Diarrhea, Insomnia",Moderate,Rejected
Daxovir85,Antipsychotic,Fever reduction,"Headache, Insomnia, Fatigue",Moderate,Pending
Cefxetine26,Antidepressant,Fever reduction,Headache,Mild,Rejected
Rivamab71,Antihistamine,Allergy relief,"Headache, Dizziness",Severe,Rejected
Mecozole44,Antipyretic,Pain relief,"Dizziness, Headache",Severe,Pending
Daxoprofen37,Antipyretic,Inflammation reduction,"Nausea, Dry mouth, Fatigue",Mild,Rejected
Serovir68,Antipyretic,Fungal infections,Blurred vision,Mild,Pending
Zylozole19,Antihistamine,Fever reduction,Diarrhea,Moderate,Pending
Fenomab78,Anti-inflammatory,Prevent infectious disease,Dizziness,Mild,Pending
Serozole94,Anti-inflammatory,Fever reduction,Nausea,Moderate,Pending
Virastatin43,Antipyretic,Depression treatment,Rash,Mild,Pending
Mecozepam36,Antidepressant,Allergy relief,"Insomnia, Rash",Moderate,Approved
Viraparin42,Antipyretic,Allergy relief,"Nausea, Dry mouth",Mild,Rejected
Viraxetine59,Analgesic,Allergy relief,"Blurred vision, Constipation, Headache",Mild,Rejected
Daxomab14,Analgesic,Psychosis control,"Dry mouth, Dizziness",Moderate,Pending
Loxoprofen78,Antibiotic,Pain relief,Dizziness,Moderate,Pending
Serovir62,Antifungal,Psychosis control,"Dizziness, Insomnia",Mild,Pending
Serovir95,Antihistamine,Pain relief,"Fatigue, Constipation, Nausea",Mild,Rejected
Viradipine45,Antidepressant,Pain relief,"Dizziness, Nausea",Severe,Pending
Serodipine38,Vaccine,Allergy relief,"Insomnia, Diarrhea, Dry mouth",Mild,Approved
Cefxetine24,Antihistamine,Viral infections,Blurred vision,Severe,Approved
Loxostatin36,Anti-inflammatory,Allergy relief,"Nausea, Insomnia, Headache",Moderate,Rejected
Amoxcillin12,Antifungal,Psychosis control,"Nausea, Headache",Mild,Approved
Daxovir35,Antipsychotic,Fungal infections,"Nausea, Diarrhea, Headache",Severe,Rejected
Amoxparin65,Antipsychotic,Fever reduction,Insomnia,Moderate,Approved
Mecomab54,Anti-inflammatory,Inflammation reduction,"Constipation, Dry mouth",Mild,Pending
Rivaprofen17,Antidepressant,Pain relief,Diarrhea,Moderate,Pending
Cefdipine61,Anti-inflammatory,Fever reduction,"Insomnia, Dizziness, Rash",Mild,Rejected
Fenozole50,Analgesic,Pain relief,"Dry mouth, Insomnia, Diarrhea",Mild,Pending
Amoxcillin75,Antipsychotic,Allergy relief,"Rash, Constipation",Mild,Approved
Cefmab88,Antipsychotic,Prevent infectious disease,"Fatigue, Headache",Severe,Pending
Loxomab84,Antipsychotic,Pain relief,"Blurred vision, Diarrhea, Dizziness",Moderate,Rejected
Serostatin22,Antipyretic,Inflammation reduction,"Nausea, Dry mouth",Moderate,Rejected
Cefvir13,Anti-inflammatory,Viral infections,"Diarrhea, Blurred vision, Rash",Severe,Rejected
Amoxzepam67,Antibiotic,Psychosis control,"Headache, Constipation",Mild,Rejected
Serovir23,Antiviral,Fungal infections,"Fatigue, Nausea",Moderate,Rejected
Cefprofen23,Antiviral,Bacterial infections,"Rash, Dizziness",Severe,Pending
Mecozole64,Antipyretic,Fever reduction,"Blurred vision, Diarrhea, Rash",Severe,Pending
Mecostatin50,Antidepressant,Psychosis control,Insomnia,Moderate,Rejected
Serostatin23,Antipsychotic,Pain relief,"Blurred vision, Diarrhea, Constipation",Moderate,Pending
Daxovir95,Antihistamine,Pain relief,Rash,Moderate,Pending
Fenoprofen19,Antipyretic,Prevent infectious disease,"Headache, Blurred vision",Severe,Rejected
Zyloprofen28,Antihistamine,Prevent infectious disease,Diarrhea,Mild,Rejected
Zylostatin67,Anti-inflammatory,Pain relief,Insomnia,Severe,Pending
Mecozole92,Antihistamine,Fungal infections,Dry mouth,Moderate,Rejected
Amoxvir17,Antihistamine,Fungal infections,"Nausea, Fatigue, Headache",Severe,Rejected
Zylovir17,Antibiotic,Fever reduction,"Insomnia, Dizziness",Moderate,Rejected
Mecoprofen32,Antifungal,Bacterial infections,Headache,Severe,Pending
Fenoprofen58,Antihistamine,Prevent infectious disease,"Nausea, Dry mouth, Dizziness",Severe,Pending
